institute,arm,replicate,plating,plated_volume_ul,boundary_log10,n_rows,n_visits_observed,n_visits_not_observed,last_visit_day,start_log10,start_uses_day_zero,start_n_early_readings,day_zero_log10,day_one_log10,ever_crossed_below,first_observed_visit_below,n_crossings_below,n_returns_above,oscillates_more_than_once,terminal_state,returned_under_loose_rule,first_crossing_day,last_day_above_before_crossing,returned_above,day_of_first_return,days_below_before_return,longest_run_below_days,trajectory_class
E,MXF 10X MIC,1,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,5.38021124171161,False,1,,5.38021124171161,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 10X MIC,2,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,4.77815125038364,False,1,,4.77815125038364,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 10X MIC,2,10 uL four drops,10.0,2.0,7,7,0,21.0,4.8750612633917,False,1,,4.8750612633917,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 10X MIC,2,10 uL single drop,10.0,2.0,7,7,0,21.0,4.69897000433602,False,1,,4.69897000433602,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 10X MIC,2,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,5.50514997831991,False,1,,5.50514997831991,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 10X MIC,3,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,4.7160033436348,False,1,,4.7160033436348,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 10X MIC,3,10 uL four drops,10.0,2.0,7,7,0,21.0,4.85733249643127,False,1,,4.85733249643127,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 10X MIC,3,10 uL single drop,10.0,2.0,7,7,0,21.0,4.95424250943933,False,1,,4.95424250943933,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 10X MIC,3,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,5.07918124604763,False,1,,5.07918124604763,True,False,1,1,False,above,True,3.0,2.0,True,7.0,4.0,0.0,"one crossing, returns above"
E,MXF 1X MIC,1,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,5.61278385671974,False,1,,5.61278385671974,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 1X MIC,1,10 uL four drops,10.0,2.0,7,7,0,21.0,5.39794000867204,False,1,,5.39794000867204,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 1X MIC,1,10 uL single drop,10.0,2.0,7,7,0,21.0,5.32221929473392,False,1,,5.32221929473392,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 1X MIC,1,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,5.55630250076729,False,1,,5.55630250076729,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 1X MIC,2,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,5.32221929473392,False,1,,5.32221929473392,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 1X MIC,2,10 uL four drops,10.0,2.0,7,7,0,21.0,5.34242268082221,False,1,,5.34242268082221,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 1X MIC,2,10 uL single drop,10.0,2.0,7,7,0,21.0,5.38021124171161,False,1,,5.38021124171161,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 1X MIC,2,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,5.50514997831991,False,1,,5.50514997831991,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 1X MIC,3,100 uL quadruplicate,100.0,1.0,7,6,1,21.0,5.41497334797082,False,1,,5.41497334797082,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 1X MIC,3,10 uL four drops,10.0,2.0,7,6,1,21.0,5.60205999132796,False,1,,5.60205999132796,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 1X MIC,3,10 uL single drop,10.0,2.0,7,7,0,21.0,5.57978359661681,False,1,,5.57978359661681,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,MXF 1X MIC,3,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,5.07918124604763,False,1,,5.07918124604763,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,untreated,1,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,5.56820172406699,False,1,,5.56820172406699,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,untreated,1,10 uL four drops,10.0,2.0,7,7,0,21.0,5.53147891704226,False,1,,5.53147891704226,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,untreated,1,10 uL single drop,10.0,2.0,7,7,0,21.0,5.17609125905568,False,1,,5.17609125905568,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,untreated,1,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,5.20411998265593,False,1,,5.20411998265593,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,untreated,2,100 uL quadruplicate,100.0,1.0,7,6,1,21.0,,False,0,,,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,untreated,2,10 uL four drops,10.0,2.0,7,7,0,21.0,5.63346845557959,False,1,,5.63346845557959,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,untreated,2,10 uL single drop,10.0,2.0,7,7,0,21.0,5.32221929473392,False,1,,5.32221929473392,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,untreated,2,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,5.38021124171161,False,1,,5.38021124171161,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,untreated,3,100 uL quadruplicate,100.0,1.0,7,6,1,21.0,,False,0,,,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,untreated,3,10 uL four drops,10.0,2.0,7,7,0,21.0,5.38021124171161,False,1,,5.38021124171161,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,untreated,3,10 uL single drop,10.0,2.0,7,6,1,21.0,5.14612803567824,False,1,,5.14612803567824,False,False,0,0,False,above,False,,,False,,,,never below the boundary
E,untreated,3,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,5.44715803134222,False,1,,5.44715803134222,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 10X MIC,1,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,6.86923171973098,False,1,,6.86923171973098,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 10X MIC,1,10 uL four drops,10.0,2.0,7,6,1,21.0,5.90308998699194,False,1,,5.90308998699194,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 10X MIC,1,10 uL single drop,10.0,2.0,7,7,0,21.0,6.23044892137827,False,1,,6.23044892137827,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 10X MIC,1,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,6.30102999566398,False,1,,6.30102999566398,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 10X MIC,2,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,6.83884909073726,False,1,,6.83884909073726,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 10X MIC,2,10 uL four drops,10.0,2.0,7,7,0,21.0,6.14612803567824,False,1,,6.14612803567824,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 10X MIC,2,10 uL single drop,10.0,2.0,7,7,0,21.0,5.77815125038364,False,1,,5.77815125038364,True,False,1,1,False,above,True,7.0,3.0,True,10.0,3.0,0.0,"one crossing, returns above"
F,INH 10X MIC,2,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,6.68124123737559,False,1,,6.68124123737559,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 10X MIC,3,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,6.46239799789896,False,1,,6.46239799789896,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 10X MIC,3,10 uL four drops,10.0,2.0,7,7,0,21.0,5.95424250943933,False,1,,5.95424250943933,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 10X MIC,3,10 uL single drop,10.0,2.0,7,7,0,21.0,5.95424250943933,False,1,,5.95424250943933,True,False,1,1,False,above,True,7.0,3.0,True,10.0,3.0,0.0,"one crossing, returns above"
F,INH 10X MIC,3,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,6.44715803134222,False,1,,6.44715803134222,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 1X MIC,1,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,6.69897000433602,False,1,,6.69897000433602,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 1X MIC,1,10 uL four drops,10.0,2.0,7,6,1,21.0,5.90308998699194,False,1,,5.90308998699194,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 1X MIC,1,10 uL single drop,10.0,2.0,7,7,0,21.0,6.14612803567824,False,1,,6.14612803567824,True,False,1,1,False,above,True,10.0,7.0,True,15.0,5.0,0.0,"one crossing, returns above"
F,INH 1X MIC,1,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,4.64345267648619,False,1,,4.64345267648619,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 1X MIC,2,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,7.01703333929878,False,1,,7.01703333929878,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 1X MIC,2,10 uL four drops,10.0,2.0,7,7,0,21.0,6.17609125905568,False,1,,6.17609125905568,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 1X MIC,2,10 uL single drop,10.0,2.0,7,7,0,21.0,6.20411998265593,False,1,,6.20411998265593,True,False,1,1,False,above,True,10.0,7.0,True,15.0,5.0,0.0,"one crossing, returns above"
F,INH 1X MIC,2,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,4.44715803134222,False,1,,4.44715803134222,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 1X MIC,3,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,6.90848501887865,False,1,,6.90848501887865,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 1X MIC,3,10 uL four drops,10.0,2.0,7,7,0,21.0,5.95424250943933,False,1,,5.95424250943933,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,INH 1X MIC,3,10 uL single drop,10.0,2.0,7,7,0,21.0,6.04139268515823,False,1,,6.04139268515823,True,False,1,1,False,above,True,10.0,7.0,True,15.0,5.0,0.0,"one crossing, returns above"
F,INH 1X MIC,3,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,4.55630250076729,False,1,,4.55630250076729,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 10X MIC,1,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,6.23044892137827,False,1,,6.23044892137827,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 10X MIC,1,10 uL four drops,10.0,2.0,7,6,1,21.0,5.30102999566398,False,1,,5.30102999566398,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 10X MIC,1,10 uL single drop,10.0,2.0,7,7,0,21.0,5.47712125471966,False,1,,5.47712125471966,True,False,1,0,False,below,False,21.0,15.0,False,,,0.0,"one crossing, no return"
F,MXF 10X MIC,1,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,5.60205999132796,False,1,,5.60205999132796,True,False,1,0,False,below,False,21.0,15.0,False,,,0.0,"one crossing, no return"
F,MXF 10X MIC,2,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,6.14612803567824,False,1,,6.14612803567824,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 10X MIC,2,10 uL four drops,10.0,2.0,7,6,1,21.0,5.47712125471966,False,1,,5.47712125471966,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 10X MIC,2,10 uL single drop,10.0,2.0,7,7,0,21.0,5.69897000433602,False,1,,5.69897000433602,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 10X MIC,2,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,5.90308998699194,False,1,,5.90308998699194,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 10X MIC,3,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,6.11394335230684,False,1,,6.11394335230684,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 10X MIC,3,10 uL four drops,10.0,2.0,7,7,0,21.0,5.47712125471966,False,1,,5.47712125471966,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 10X MIC,3,10 uL single drop,10.0,2.0,7,7,0,21.0,5.30102999566398,False,1,,5.30102999566398,True,False,1,0,False,below,False,21.0,15.0,False,,,0.0,"one crossing, no return"
F,MXF 10X MIC,3,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,5.90308998699194,False,1,,5.90308998699194,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 1X MIC,1,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,6.88081359228079,False,1,,6.88081359228079,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 1X MIC,1,10 uL four drops,10.0,2.0,7,7,0,21.0,6.17609125905568,False,1,,6.17609125905568,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 1X MIC,1,10 uL single drop,10.0,2.0,7,7,0,21.0,6.17609125905568,False,1,,6.17609125905568,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 1X MIC,1,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,,False,0,,,True,True,0,1,False,above,True,1.0,,True,2.0,1.0,0.0,"one crossing, returns above"
F,MXF 1X MIC,2,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,6.70757017609794,False,1,,6.70757017609794,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 1X MIC,2,10 uL four drops,10.0,2.0,7,7,0,21.0,5.95424250943933,False,1,,5.95424250943933,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 1X MIC,2,10 uL single drop,10.0,2.0,7,7,0,21.0,6.04139268515823,False,1,,6.04139268515823,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 1X MIC,2,2.5 uL single drop,2.5,2.6020599913279625,7,7,0,21.0,,False,0,,,True,True,0,1,False,above,True,1.0,,True,2.0,1.0,0.0,"one crossing, returns above"
F,MXF 1X MIC,3,100 uL quadruplicate,100.0,1.0,7,7,0,21.0,6.50514997831991,False,1,,6.50514997831991,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 1X MIC,3,10 uL four drops,10.0,2.0,7,5,2,21.0,,False,0,,,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 1X MIC,3,10 uL single drop,10.0,2.0,7,7,0,21.0,6.07918124604763,False,1,,6.07918124604763,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,MXF 1X MIC,3,2.5 uL single drop,2.5,2.6020599913279625,7,6,1,21.0,,False,0,,,True,True,0,1,False,above,True,1.0,,True,2.0,1.0,0.0,"one crossing, returns above"
F,untreated,1,100 uL quadruplicate,100.0,1.0,8,7,1,21.0,6.387331461268911,True,2,6.09342168516223,6.68124123737559,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,untreated,1,10 uL four drops,10.0,2.0,8,7,1,21.0,6.096562299177235,True,2,6.07918124604763,6.11394335230684,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,untreated,1,10 uL single drop,10.0,2.0,8,8,0,21.0,6.259256969938945,True,2,6.04139268515823,6.47712125471966,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,untreated,1,2.5 uL single drop,2.5,2.6020599913279625,8,8,0,21.0,5.840620618687796,True,2,6.30102999566398,5.38021124171161,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,untreated,2,100 uL quadruplicate,100.0,1.0,8,8,0,21.0,6.3337264764449746,True,2,5.96848294855393,6.69897000433602,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,untreated,2,10 uL four drops,10.0,2.0,8,7,1,21.0,6.07306401783912,True,2,6.0,6.14612803567824,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,untreated,2,10 uL single drop,10.0,2.0,8,8,0,21.0,6.34509804001426,True,2,5.84509804001426,6.84509804001426,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,untreated,2,2.5 uL single drop,2.5,2.6020599913279625,8,8,0,21.0,5.67512400916708,True,2,5.90308998699194,5.44715803134222,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,untreated,3,100 uL quadruplicate,100.0,1.0,8,8,0,21.0,6.36490625358047,True,2,5.94448267215017,6.78532983501077,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,untreated,3,10 uL four drops,10.0,2.0,8,8,0,21.0,5.962139643030945,True,2,5.84509804001426,6.07918124604763,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,untreated,3,10 uL single drop,10.0,2.0,8,8,0,21.0,6.370181344747125,True,2,6.04139268515823,6.69897000433602,False,False,0,0,False,above,False,,,False,,,,never below the boundary
F,untreated,3,2.5 uL single drop,2.5,2.6020599913279625,8,8,0,21.0,5.579181246047625,True,2,5.60205999132796,5.55630250076729,False,False,0,0,False,above,False,,,False,,,,never below the boundary
